obs_id,frontier,efficiency,scale_bin,input_slack_Feed,input_slack_Water_consumption,input_slack_Energy_consumption,input_slack_Labor,bad_slack_Waste_water,bad_slack_Manure,bad_slack_Dead_pig,bad_slack_Carbon_emission,bad_slack_Eutrophication_potential,good_output_slack
16,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
17,A,0.507940846066074,5-10k,0.9404553863209688,0.32899257008629673,0.034814749789083284,0.4020376946898214,0.1613574455806723,0.4461183814161684,0.30380316034023325,0,0.0016228978524497123,0.0121428061757116
18,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
19,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
20,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
21,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
22,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
23,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
24,A,0.6661759485475598,5-10k,0.45066268433204487,0.07949034686806761,0.055508026152882646,0.7905680372553239,0.605425519456082,0.5495521072046329,0.4767198504073656,0,0,0
25,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
26,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
27,A,0.9999999999999566,5-10k,0,0,0,0,0,0,0,0,0,0
28,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
29,A,0.8486988493180261,5-10k,0,0.4868088610775411,1.2117545778142198,0,0,0.10058730141164947,0.14442639434724983,0.008910934909555662,0,0
30,A,0.999999999999535,5-10k,0,0,0,0,0,0,0,0,0,0
31,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
32,A,1,5-10k,0,0,0,0,0,0,0,0,0,0
33,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
34,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
35,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
36,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
37,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
38,A,0.6215899235849939,10-20k,0.24309502469548544,1.265281753081014,0.6471065374481281,1.0691726371596288,0.6229648195631007,0.20450027198817472,0.3198288096970054,0,0,0
39,A,0.8272741128762615,10-20k,0,0.4148239764320627,1.0063631574941116,0.023337747325155096,0.009766331560032586,0.07471854458345521,0.11019681622865524,0,0,0
40,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
41,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
42,A,0.6854736609795322,10-20k,4.7063184943359557e-4,1.0360411592666732,0.7317990088639498,1.2620093614568226,0,0.4371248105449991,0.31605367054918065,0,0,0
43,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
44,A,0.9112666285896103,10-20k,0,0.020129166081530807,0.0941556052110547,0.731697186783593,0,0,0.27006907878727043,0,0,0
45,A,0.7628068822592615,10-20k,0.1263126486303783,0.2661915408963771,1.2874862996634684,0.12875334435580646,0.18122844442839856,0,0.9567480256274311,0.34597774584403995,0,0
46,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
47,A,0.5765806406698,10-20k,1.6193495426673878,1.1225901494828432,0.8752129313229299,1.4154047410610262,0.49837355201375694,0.5352585924956735,0.5508913174619092,0,0,0
48,A,1,10-20k,0,0,0,0,0,0,0,0,0,0
49,A,0.5186739768367226,10-20k,1.2833449469863794,0.6558707647258455,1.5878839667247415,0.6484295845991841,0.6337452272366078,0.6482571342808637,16.03430676137575,0.001897752277042575,0,0
50,A,0.6768099859870838,10-20k,0.7670002849093709,0.2365395881980387,1.1983379668082546,1.1529440870891834,0.20997832482949103,0.15673028250549073,0.7378710009023868,0.020888168688506525,0,0
51,A,0.6910745152708138,10-20k,0.05393242437356664,0.9595029071393473,1.9838514950893285,0.2215618160094311,0.34201875569885576,0.6044945971612897,0.4768979124775822,0,0,0
52,A,1,20-50k,0,0,0,0,0,0,0,0,0,0
53,A,1,20-50k,0,0,0,0,0,0,0,0,0,0
54,A,1,20-50k,0,0,0,0,0,0,0,0,0,0
55,A,0.4389025230174195,20-50k,0.9159414198534412,1.2449727940457658,14.684704569071386,0.4490609752798449,2.1777672886836674,2.4285766782208573,0.5203099475275885,1.699892898876377,0,0
56,A,0.4739455729202051,20-50k,1.1791741449104876,1.9345018549410822,15.759236076983788,0,1.4019479993946529,0.9426882037191944,1.4317097863644657,2.0832561635454887,0,0
57,A,1,20-50k,0,0,0,0,0,0,0,0,0,0
58,A,0.6597566106764322,20-50k,2.3378136740746047,0.7979693998197651,1.135279746753041,0.3140830800415308,0.26309494537752864,0.5376623229607007,0.38284661932026975,0.0085266241380854,0,0
59,A,0.7601426337701607,20-50k,0.5233802927857361,0,0,0.8577302965724996,0.3451403727617448,5.645093048160886,0.338281903766249,0.14061330243624726,0,0
60,A,0.47393792101711507,20-50k,0.2783125935702529,1.6393208828640393,0.7407759355926234,1.3914893617027673,16.496543639384043,19.300111282912283,0,25.8320913816248,0,0
61,A,0.4118590681555782,20-50k,1.5514041113399377,4.328555465572042,240.21997238254895,1.1100173092416992,2.7496850534937174,2.4255797082348853,3.1344370330694167,0,0,0
62,A,0.8888888888892585,20-50k,0,0,0,1.0000000000004771e-8,0,0,0,0,0,0
63,A,0.4710486569393141,20-50k,0.8519232798689373,2.8698448822479694,4.168934079691196,4.6423070951389684,5.207444357556365,0.8889993339289661,0.9336481954680572,0.38441051537912946,0,0
64,A,0.7156632514422192,20-50k,0.37318647670110666,0,0.1563045085921505,2.4330459565449747,2.228975413329367,0.6811466453226729,1.1291654228898067,0,0,0
65,A,0.8013509397131964,20-50k,0.3787404694384098,0.6568409749661375,0,1.245313033017555,0.07541753824960457,0.19438737901882122,0.579897234854563,0.14627897100215914,0,0
66,A,0.999999999999457,20-50k,0,0,0,0,0,0,0,0,0,0
67,A,1,20-50k,0,0,0,0,0,0,0,0,0,0
68,A,0.6482505616676967,20-50k,1.512075133823716,0.6013337400606863,0.21570353918571078,0.6281661600813505,0.41054126889640535,1.1286928648692207,3.967903183370947,1.0216393005650595,0,0
69,A,1,20-50k,0,0,0,0,0,0,0,0,0,0
70,A,0.7358376026920838,20-50k,0.9701343177754225,0.457343093748192,0.0859914049536637,2.9390657221170997,0.41305099589581723,0.25297911385764904,4.398685432502496,0.36720562366795917,0,0
71,A,1,>50k,0,0,0,0,0,0,0,0,0,0
72,A,1,>50k,0,0,0,0,0,0,0,0,0,0
73,A,1,>50k,0,0,0,0,0,0,0,0,0,0
74,A,1,>50k,0,0,0,0,0,0,0,0,0,0
75,A,1,>50k,0,0,0,0,0,0,0,0,0,0
76,A,1,>50k,0,0,0,0,0,0,0,0,0,0
77,A,1,>50k,0,0,0,0,0,0,0,0,0,0
78,A,0.6036993436438116,>50k,13.492025299543526,2.4993749909066256,0,0.4884967748171629,2.0173277731622026,2.034611449875606,1.1603742310483156,18.18000917551463,0,0
79,A,0.8552833326506006,>50k,3.1505431025293493,0,3.039897160092491,0,0.7018976736047622,0.4126701207982254,1.0849894735497354,1.6432626407392634,0,0
80,A,1,>50k,0,0,0,0,0,0,0,0,0,0
81,A,1,>50k,0,0,0,0,0,0,0,0,0,0
82,A,1,>50k,0,0,0,0,0,0,0,0,0,0
83,A,1,>50k,0,0,0,0,0,0,0,0,0,0
84,A,1,>50k,0,0,0,0,0,0,0,0,0,0
85,A,1,>50k,0,0,0,0,0,0,0,0,0,0
86,A,1,>50k,0,0,0,0,0,0,0,0,0,0
